+------------+--------------------+--------------------+--------------------------+---------------------+-----------------------------+---------------------------+
| Run Number | Disk.mdot(msol/yr) | Wind.mdot(msol/yr) | KWD.d(in_units_of_rstar) | KWD.mdot_r_exponent | KWD.acceleration_length(cm) | KWD.acceleration_exponent |
|    685     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    686     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    687     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    688     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    689     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    690     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    691     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    692     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    693     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    694     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    695     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    696     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    697     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    698     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    699     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    700     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    701     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    702     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    703     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    704     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    705     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    706     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    707     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    708     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    709     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    710     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    711     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    712     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    713     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    714     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    715     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    716     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    717     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    718     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    719     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    720     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    721     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    722     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    723     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    724     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    725     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    726     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    727     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    728     |     3.000e-08      |     9.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
+------------+--------------------+--------------------+--------------------------+---------------------+-----------------------------+---------------------------+
